tag;nome;referencia;preco;fornecedor;marca;aplicacao
276;MB ROLAMENTO DO VOLANTE 25X62X24 -;62305-2RS1;160.00;;;MB (modelo a definir)
2836;MB ROLAMENTO DO VOLANTE AXOR;546485;39.40;;;MB (modelo a definir)
4288;MB ROLAMENTO DO VOLANTE MOTOR OM366A;5205.2RSR.A4;52.00;;;MB (modelo a definir)
158;MB ROLAMENTO INTERNO CUBO DIANTEIRO AXOR 3344;BT1-0084/Q;498.84;;;MB AXOR 3344
1910;MB ROLAMENTO INTERNO DA RODA DIANT 1720;33019;188.00;;;MB 1720
3319;MB ROLAMENTO LATERAL DA COROA AXOR;33115;145.00;;;MB (modelo a definir)
162;MB ROLAMENTO SUPORTE DA MOLA DO DIFERENCIAL;32022;550.00;;;MB (modelo a definir)
160;MB ROLAMENTO TRASEIRO CUBO REDUTOR;33022-9X026;328.00;;;MB (modelo a definir)
1785;MB ROLDANA C/ PINO E TRAVA PATIM DO AXOR;BRC-509183;57.20;;;MB (modelo a definir)
1750;MB ROTOR TITAN 24V - AXOR 3344;F00M131852;363.00;;;MB AXOR 3344
2663;MB ROTULA 545C;9M-1328;420.00;;;MB (modelo a definir)
3239;MB SENSOR DA TROCA DE MACHA AXOR;5429118;398.00;;;MB (modelo a definir)
104;MB SENSOR DA VALVULA APU 5595 3 RH;5595;266.35;;;MB (modelo a definir)
217;MB SENSOR DE FREIO ABS TRAS. DIR.;LNG54-992;170.00;;;MB (modelo a definir)
3343;MB SENSOR DE PRESSÃO DE ÓLEO ATEGO 1720;OM457904;0.00;;;MB ATEGO 1720
2003;MB SENSOR DE PRESSÃO DO TURBO AXOR 3344;0281006481;360.00;;;MB AXOR 3344
2665;MB SENSOR DE ROTAÇÃO DA CAIXA B3 - AOXR 3344;0501.320.073;514.00;;;MB AXOR 3344
1502;MB SENSOR DE ROTAÇÃO DO MOTOR - AXOR 3344;54-324 / 6PU009168911;244.29;;;MB AXOR 3344
3280;MB SENSOR DE TEMPERATURA DE ÁGUA 1725;4253;95.50;;;MB ATEGO 1725
2061;MB SENSOR DE VELOCIDADE ATEGO 1720;54-206 / 0095421017;202.00;;;MB ATEGO 1720
3345;MB SENSOR DE VELOCIDADE INDUTIVO;54-116;0.00;;;MB (modelo a definir)
2280;MB SENSOR DO BALÃO AXOR 3344;3-RHO7729;231.00;;;MB AXOR 3344
1832;MB SENSOR DO FREIO ABS TRAS ESQ. AXOR 3344;LNG54-1069;170.97;;;MB AXOR 3344
3242;MB SENSOR DO VELOCIMETRO 3 PINOS AXOR;013 542;229.11;;;MB (modelo a definir)
3241;MB SENSOR DO VELOCIMETRO 55MM 2 PINOS REDONDOS;0125425617;522.43;;;MB (modelo a definir)
3116;MB SENSOR EXTERNO DA CAIXA DE MARCHA;A0075424418;1665.00;;;MB (modelo a definir)
3240;MB SENSOR INDUTIVO CAMBIO G.85 AXOR;0155422417;215.52;;;MB (modelo a definir)
1607;MB SENSOR LUZ DE FREIO - AXOR 3344;RHO 353;47.69;;;MB AXOR 3344
3166;MB SENSOR PRESSAO OLEO MOTOR MB MOTOR 1720;7722;239.00;;;MB 1720
1799;MB SENSOR TEMPERATURA D'AGUA AXOR;54-103;118.00;;;MB (modelo a definir)
1065;MB SERVO DE EMBREAGEM 2423K/1720;9700511280;751.00;;;MB 1720
732;MB SERVO DE EMBREAGEM AXOR 3344 AUTOMATICO;;5175.00;;;MB AXOR 3344
734;MB SERVO DE EMBREAGEM SEMI-AUTO - AXOR 3344;970.051.4540 / 177010;3772.68;;;MB AXOR 3344
1010;MB SOQUETE FAROL CAMINHÃO LAMPADA;ETE7119;16.00;;;MB (modelo a definir)
793;MB SOQUETE FAROL DIANTEIRO AXOR;PL99221796;33.50;;;MB (modelo a definir)
1971;MB SOQUETE LANTERNA LATERAL;ETE-7122;6.65;;;MB (modelo a definir)
4354;MB SUPORTE ALTERNADOR AXOR (TODOS);457.155.2535;1390.00;;;MB (modelo a definir)
2927;MB SUPORTE DA PLACA DO AXOR;A9588800048;30.00;;;MB (modelo a definir)
136;MB SUPORTE DE ESCOVAS MOTOR DE PAR;1.105/4;60.00;;;MB (modelo a definir)
870;MB SUPORTE DE ESCOVAS MOTOR DE PARTIDA - AXOR 3344;A-00124V / 1.192/4 / 1.191/4;139.50;;;MB AXOR 3344
3084;MB SUPORTE DESLIZANTE DA MOLA LD TRAS E LE DIANT AXOR 3344;DESLIZANTE;375.00;;;MB AXOR 3344
3083;MB SUPORTE DESLIZANTE DA MOLA LE TRAS E LD DIANT AXOR 3344;DESLIZANTE;375.00;;;MB AXOR 3344
2470;MB SUPORTE DO ALTERNADOR - AXOR 3344;A4571551535;2065.00;;;MB AXOR 3344
3196;MB SUPORTE DO ALTERNADOR 1725;9061500770;151.64;;;MB ATEGO 1725
3354;MB SUPORTE DO CARDAN;R-3067;549.00;;;MB (modelo a definir)
1726;MB SUPORTE DO FAROL LADO DIREITO M;60-876;293.00;;;MB (modelo a definir)
724;MB SUPORTE DO FAROL LADO ESQUERDO MB AXOR 3344;9408851431;340.00;;;MB AXOR 3344
3281;MB SUPORTE FIXAÇÃO DE PLACA 1725;6938857014;27.85;;;MB ATEGO 1725
991;MB SUPORTE FIXAÇÃO INFERIOR FAROL;54-746;13.00;;;MB (modelo a definir)
2041;MB SUPORTE FIXAÇÃO PLACA DIANT - AXOR 3344;190057;45.00;;;MB AXOR 3344
992;MB SUPORTE FIXAÇÃO SUPERIOR FAROL;SUPORTE;11.94;;;MB (modelo a definir)
2928;MB SUPORTE PATIM EIXO S DIANTEIRO AXOR 3344;SC01505;250.00;;;MB AXOR 3344
2225;MB SUPORTE PATIM EIXO S TRASEIRO AXOR 3344;058325;389.00;;;MB AXOR 3344
2042;MB SUPORTE PLACA DIANT - AXOR 3344;9418801970;219.00;;;MB AXOR 3344
3124;MB SUSPIRO DO MOTOR AXOR 3344;A0000189135;3538.60;;;MB AXOR 3344
1719;MB SUSPIRO TANQUE DE COMBUSTIVEL AXOR;9584760032;37.95;;;MB (modelo a definir)
2026;MB TAMBOR DE FREIO DIANT. AXOR 3344;036393;1156.48;;;MB AXOR 3344
1359;MB TAMBOR DE FREIO TRASEIRO - AXOR;TAMBOR;1150.00;;;MB (modelo a definir)
3237;MB TAMBOR DE FREIO TRASEIRO E DIANT ATEGO 1725;01214;784.00;;;MB ATEGO 1725
2930;MB TAMPA CAIXA DA BATERIA DO AXOR;FT151;250.00;;;MB (modelo a definir)
2620;MB TAMPA DE VALVULA - AXOR 3344;A 4570100930;291.00;;;MB AXOR 3344
2924;MB TAMPA DO CUBO;3273560120;200.00;;;MB (modelo a definir)
2254;MB TAMPA DO FILTRO DE AR 2423K;0000900912;93.00;;;MB (modelo a definir)
3017;MB TAMPA DO FILTRO DE AR DO MOTOR 2423K;0000900912;52.00;;;MB (modelo a definir)
3159;MB TAMPA DO FILTRO DE AR DO MOTOR AXOR 3344;0010944603;249.50;;;MB AXOR 3344
1662;MB TAMPA DO FILTRO DE COMBUSTIVEL;180.007-8;39.21;;;MB (modelo a definir)
1763;MB TAMPA DO MANCAL DO AXOR;TP014;120.00;;;MB (modelo a definir)
2933;MB TAMPA DO RESERVATORIO AXOR;0005016715;39.00;;;MB (modelo a definir)
846;MB TAMPA DO TANQUE AXOR - E CARROS DE APOIO;TC1014;74.28;;;MB (modelo a definir)
2373;MB TANQUE 300 AXOR 3344;A3844700501;1550.00;;;MB AXOR 3344
2203;MB TENSOR ATEGO 1725;ZEN13168;532.00;;;MB ATEGO 1725
1304;MB TENSOR CORREIA POLIA ESTRIADA AXOR 3344;90001667;287.52;;;MB AXOR 3344
476;MB TENSOR CORREIA POLIA LISA AXOR 3344;A45720045700001 / MIC 1687;246.62;;;MB AXOR 3344
2960;MB TERMINAL DA CAIXA DE AMBIO ZF M12 DIR. TODOS 1950 A 2005;P2558A;35.00;;;MB (modelo a definir)
2959;MB TERMINAL DA CAIXA DE AMBIO ZF M12 ESQ. TODOS 1950 A 2005;P2559A;35.00;;;MB (modelo a definir)
2912;MB TERMINAL DA CAIXA DE CAMBIO M14X1.5 DIR. 1725;P02426;65.00;;;MB ATEGO 1725
1679;MB TERMINAL DA SEMI BARRA LD M30X1,5M ATEGO 1726;ZL4550C;156.00;;;MB ATEGO 1726
1069;MB TERMINAL DA SEMI-BARRA (ROSCA 30X1.5 ATEGO 1726;P02422;143.46;;;MB ATEGO 1726
713;MB TERMINAL DE DIREÇÃO (ROSCA M30 AXOR;P03206;151.58;;;MB (modelo a definir)
1013;MB TERMINAL DE DIREÇÃO LD M30 X 1,5 1720 /1418;N 533 / P1924B;137.00;;;MB 1720
3288;MB TERMINAL DE DIREÇÃO LE M30 X 1,5 1720 / 1418;N 580 / P1923B;137.00;;;MB 1720
714;MB TERMINAL HASTE CAMBIO MB MERCED;26323;61.00;;;MB (modelo a definir)
717;MB TERMINAL SEMI-BARRA 47X16MM ROSCA DIR - AXOR 3344;ZL2053;175.00;;;MB AXOR 3344
2916;MB TIRANTE DA BARRA ESTABILIZADOR 1720;3843207989 / ZL1067;150.00;;;MB 1720
853;MB TRAVA ARANHA TRASEIRA AXOR;16939;12.12;;;MB (modelo a definir)
2926;MB TRAVA DO CUBO REDUTOR AXOR;N000472105000;15.00;;;MB (modelo a definir)
2829;MB TRAVA DO PINO MOLA DIANT / TRASEIRA 1720;3529900337;23.00;;;MB 1720
4252;MB TUBO DE ÁGUA AXOR;4906411;212.00;;;MB (modelo a definir)
4332;MB TUBO DE AR DE CARGA AXOR;A4570988707;1933.00;;;MB (modelo a definir)
4108;MB TUBO ENCHIMENTO ÓLEO AXOR 2035 ATE 4144;9405011882;245.00;;;MB (modelo a definir)
1229;MB TUBO FLEXIVEL ESCAPAMENTO DO ES;TM 1099C;225.00;;;MB (modelo a definir)
155;MB TUBO FLEXIVEL SANFONADO ESCAPAMENTO INOX - AXOR 3344;9414900165;315.59;;;MB AXOR 3344
2908;MB TUDO ENCHIMENTO DE OLEO 3344;BR512220;350.00;;;MB AXOR 3344
2935;MB TURBINA AXOR 3344 (RECONDICIONADA);56411013060;3500.00;;;MB AXOR 3344
1292;MB VALVULA 4 VIAS - AXOR 3344;K014440BR;1075.00;;;MB AXOR 3344
1945;MB VALVULA 6 VIAS - MB 1720 2423K;816.3015-0;419.02;;;MB 1720
1293;MB VALVULA APU - AXOR 3344;K004502;1050.00;;;MB AXOR 3344
4031;MB VALVULA APU 1720;81630130;711.00;;;MB 1720
1303;MB VALVULA DE RETENÇÃO COMBUSTIVEL;18-035;125.00;;;MB (modelo a definir)
3274;MB VALVULA DE RETORNO 1725;A90609212110;569.00;;;MB ATEGO 1725
2640;MB VALVULA DISTRIBUIDORA - AXOR 3344;816.3054-0;662.00;;;MB AXOR 3344
4240;MB VALVULA DO PEDAL DO FREIO 1418;SCHULZ 81630050;324.00;;;MB 1418
911;MB VALVULA MODULADORA DO EIXO TRAS (SAPO) - AXOR 3344;A0004208671;1330.00;;;MB AXOR 3344
1319;MB VALVULA MODULADORA SEMI-AUTO - AXOR 3344;4721950160;250.00;;;MB AXOR 3344
3305;MB VALVULA PEDAL AXOR 3344;816.3007-0;398.00;;;MB AXOR 3344
3344;MB VALVULA PONTO NEUTRO/ BLOQUEIO ATEGO;A0022604657;0.00;;;MB (modelo a definir)
1053;MB VALVULA RELE - AXOR 3344;9730110070 / LL31319-60;309.00;;;MB AXOR 3344
1183;MB VALVULA SENSIVEL A CARGA CAMINH;VALVULA SENS;324.00;;;MB (modelo a definir)
1806;MB VALVULA SOLENOIDE DUPLA 12V 12V;43-030;317.79;;;MB (modelo a definir)
1406;MB VALVULA SOLENOIDE FREIO MOTOR AXOR 3344;43-887 LNG / 4720706390;325.77;;;MB AXOR 3344
3164;MB VALVULA SOLENOIDE RANGER AUTO AXOR 3344;A0022609563 / 4213520820;2137.45;;;MB AXOR 3344
2124;MB VALVULA SOLENOIDE RANGER SEMI-AUTO AXOR 3344;;2137.45;;;MB AXOR 3344
3366;MB VALVULA TERMOSTATICA (BOMBA D'ÁGUA);0032037875;85.00;;;MB (modelo a definir)
1073;MB VALVULA TOP BREAKE AXOR 3344;A5410500370;2007.00;;;MB AXOR 3344
1776;MB VAVULA DO ESTRANGULADOR CONSTANTE AXOR;5410560404;745.00;;;MB (modelo a definir)
3095;MB VENTILADOR AR CONDICIONADO ELETRICO;DS676190;370.00;;;MB (modelo a definir)
2642;MB VOLANTE DE EMBREAGEM 430MM - AXOR 3344;46351207;1925.00;;;MB AXOR 3344
4255;MB VOLANTE DE MOTOR C/ CREMALHEIRA MB OM366A;3760301305;1060.00;;;MB (modelo a definir)
2244;MB VOLANTE MOTOR COMPLETO 350MM 1720;191479;1352.00;;;MB 1720
1836;MBCABO ESTRANGULADOR 1720;121130;64.00;;;MB 1720
1747;MBCARCAÇA ALTERNADOR COM DIODO -;F000.BL1.9N2;460.00;;;
126;MBCHAVE GERAL 12V/24V 1000A UNIVE;IM11108;94.97;;;
1683;MBCHICOTE FAROL AUXILIAR;DP2.7799;27.00;;;
1940;MBCILINDRO ACIONAMENTO FREIO MOTO;43-355;450.00;;;
1739;MBCILINDRO BASCULAR - ATEGO 1725;BZ2088;908.04;;;MB ATEGO 1725
1791;MBCILINDRO BASCULAR CABINE;9585530305;1700.07;;;
1618;MBCILINDRO GP TRANSMISSÃO - AXOR;4213520820;2429.27;;;
96;MBCILINDRO PNEUMATICO ACIONAMENTO;816.3046-0;160.32;;;
1748;MBCOLAR DE EMBREAGEM - AXOR 3344;VKC4749;726.66;;;MB AXOR 3344
1274;MBCONE SICRONIZADOR AXOR 3344;945.262.5434;816.27;;;MB AXOR 3344
1904;MBCONECTOR VALVULA SOLENOIDE FREI;ETE5676;54.23;;;
1262;MBCONJUNTO FILTRO DE AR AXOR;9585200353;1798.00;;;
1584;MBCONJUNTO MONTADO(A) DO EIXO CAR;;2253.00;;;
95;MBCORREIA 8PK1370 AXOR;8PK1370;65.84;;;
305;MBCOXIM COMPLETO DIANTEIRO DA SUSPENSÃO 1720;R-299A;145.00;;;MB 1720
1805;MBCOXIM DA CABINE 1720;R-776;217.66;;;MB 1720
1572;MBCOXIM DA CAIXA DE REDUÇÃO - ATE;A9402850082;1600.00;;;
1309;MBCOXIM TRASEIRO DA SUSPENSÃO DA;R-3452;32.30;;;
840;MBCRUZETA 138,6X49,2 CARDAN MB AT;995929;320.00;;;
1348;MBCUICA DE FREIO DUPLA ESQUERDA H;K072074;1226.02;;;
718;MBDESLIZANTE DO FEIXE DE MOLA TRA;6253250319;750.00;;;
1943;MBDISCO DIAGRAMA PARA TACOGRAFO 7;7 DIAS 180KM;25.80;;;
1209;MBEMBREAGEM VISCOSA - ATEGO 1725;1932235;737.00;;;MB ATEGO 1725
1808;MBEMBREAGEM VISCOSA 1720;V-1003;683.01;;;MB 1720
1278;MBENGRANAGEM CONSTANTE DO PILOTO;60.53.2443;1328.17;;;
570;MBFAROL PRINCIPAL DUPLO DIREITO 2;F146;317.50;;;
569;MBFAROL PRINCIPAL DUPLO ESQUERDO;F145;317.50;;;
1547;MBFECHADURA DA CABINE - 1720;;200.00;;;MB 1720
1180;MBFILTRO COMBUSTIVELTECFIL PSC17;PSC172;49.50;;;
43;MBFILTRODEAR C 27 844/1 1720;C 27 844/1;154.85;;;MB 1720
1578;MBFILTRODEAR PRIMARIO - ATEGO 1;ARS1188;185.03;;;
430;MBFILTRODIESEL/RACOR SEPARADOR D;A9584770015K;140.00;;;
51;MBFILTRODO AR CONDICIONADO P7892;P789247;103.00;;;
1920;MBFLANGEACOPLAMENTO DIFERENCIAL;S-602;756.25;;;
1552;MBFLANGECARDAN DIFERENCIAL TRASE;S-364;1124.41;;;
1667;MBGARFO DE COMANDO DO BLOQUEIO -;A9483530034;374.85;;;
1666;MBGARFO DE MUDANÇAS DO BLOQUEIO -;56.17.0252;695.07;;;
871;MBINDUZIDO PARTIDA 12V 1720;ZEN24046;647.00;;;MB 1720
1891;MBINTERRUPTOR DO FAROL 1720;3040105;48.81;;;MB 1720
1803;MBJOGO DE PINO C/ BUCHAS FEIXE DE;RIV-P1022;337.44;;;
1472;MBKIT DE MOLA DA SAPATA;100000173338;36.58;;;
1445;MBKIT EMBREAGEM (PLATOR E DISCO);;2384.00;;;
1230;MBKIT EMBREAGEM RECONDICIONADA CO;;5500.00;;;
1323;MBKIT REPARO SECADOR DE AR 2423K;REPARO;185.79;;;
1523;MBKIT VARETA VALVULA MOTOR - 1720;;446.00;;;MB 1720
1897;MBLANTERNA TRASEIRA AMARELA/VERME;238619;31.53;;;
1792;MBLANTERNA TRASEIRA DIR AXOR 3344;PL9164109;315.21;;;MB AXOR 3344
1793;MBLANTERNA TRASEIRA ESQ AXOR;PL9164209;315.21;;;
1089;MBLIMPADOR PARABRISA CK-P1272M CA;P172M24;43.70;;;
1909;MBMANETE FREIO DE MÃO - AXOR;DPM66BBR;390.00;;;
146;MBMANGUEIRA DO INTERCOOLER/SILICO;4170.0017;150.00;;;
1409;MBMOTOR VENTILADOR DO AR CONDICIO;OEM-00383001;470.00;;;
1833;MBPARAFUSO 10MMX20MM ROSCA 1,0 C;10X20X1.0;3.50;;;
843;MBPARAFUSO DO TENSOR V 24X97,7MM;269060;37.81;;;
1019;MBPINO DE CENTRO COM PORCA 18X12;18X12;47.50;;;
1370;MBPOLIA DO ALTERNADOR COM DOIS CA;R-381P;195.00;;;
94;MBREGULADOR DE VOLTAGEM 14V;IK5307;187.88;;;
128;MBRELE AUXILIAR PARTIDA MB.29MT D;ZM3407;221.00;;;
1279;MBREPARO CAIXA DE TRASMISSÃO AXOR;48.860-ORT-R;374.91;;;
1266;MBREPARO GARFO EMBRAGEM COMPLETO;6419615;449.51;;;
1475;MBREPARO VALVULA RELE -RE4 3 SAID;QA-441GP;74.80;;;
581;MBRETENTOR CUBO RODA EXTERNO TRAS;2679;60.00;;;
1948;MBRETENTOR DE RODA INTERNO 140X16;6930 BRG;75.00;;;
1801;MBRETENTOR DIFERENCIAL/PINHÃO INT;SAR0556;56.64;;;
1358;MBRETENTOR SAIDA TRASEIRA CAMBIO;CORTECO 0785;95.00;;;
1885;MBRODA LIVRE MANUAL AVM458 1720 (;AVM458;3364.99;;;MB 1720
1281;MBROLAMENTO DE ROL CONICO EIXO P;300014904;350.00;;;
1282;MBROLAMENTO CAMBIO MOVEL CONSTANT;30.001680-4;368.92;;;
1237;MBROLAMENTO DO DIFERENCIAL AXOR 3;32215-9X209;173.03;;;
1668;MBROLAMENTO LATERAL COROA HL5 RED;32020X-9X026;217.75;;;
1551;MBROLAMENTO PINHÃO TRASEIRO EXTER;31311 AA1;344.28;;;
1550;MBROLAMENTO PINHÃO TRASEIRO INTER;32314A;484.00;;;
1310;MBROLAMENTODE CENTRO 45MM;801157;141.29;;;
1751;MBROTOR TITAN MOD 28V - AXOR 3344;100033;380.00;;;MB AXOR 3344
1290;MBSENSOR DE VELOCIDADE - AXOR 334;54-985;355.00;;;
801;MBSENSOR PRESSAO RESERVATORIO DE;9795420318;160.00;;;
769;MBSEPARADOR GRAMPO MB AXOR TRAÇAD;9473510026;196.29;;;
1682;MBSOQUETE;ETE7725;27.00;;;
1686;MBSUPORTE AMORTECEDOR DIANT LE 17;17967;860.00;;;
1795;MBSUPORTE PATIM DE FREIO DIANT AX;3464213106;440.89;;;
1064;MBTAMPA DE VEDAÇÃO (MORINGA) 2423;R-3273;935.14;;;
1811;MBVALVULA REGULADORA 6 VIAS 1720;337614;523.19;;;MB 1720
1695;MBVIDRO DA PORTA LD AXOR;25541255;375.00;;;
1439;MBVIDRO VIGIA TRASEIRO 2423K;VIDRO;350.00;;;
1604;MBVVALVULA BANCO A AR AXOR ATEGO;A0009109438;339.00;;;
1218;MEIA BUCHA DA BARRA ESTABILIZADORA;R-458;21.40;;;
345;METASIL DESENGRAXANTE (ROXO) 1LT;METASIL;12.50;;;
835;"MOCHILA DE COSTA 17""";MF24587;24.00;;;
3223;MODULO DO MOTOR MR;0074467840;6500.00;;;
4376;MOLA CAMBÃO 369MMFN;8608-0;0.00;;;
1257;MOTOESMERIL 1/2 CV 110/220V BIVOLT;9727;250.00;;;
4373;MOTOSSERRA EM OPERAÇÃO;2026;4600.00;;;
817;MOTOSSERRA STIHL MS462;4226;3900.00;;;
1949;MOTOSSERRA STIHL MS651;MS651;3900.00;;;
2212;MOTOSSERRA STIHL MS661;0;4600.00;;;
1178;MOUSE OPTICO;;25.00;;;
2650;MS AMORTECEDOR - 661 / 651;11357912800/11357912800;10.75;;;STIHL MS 661
2875;MS AMORTECEDOR 462 661 651;11337915900;10.30;;;STIHL MS 661
2649;MS AMORTECEDOR DE ENCOSTO 661 / 651;11407915901;20.65;;;STIHL MS 661
335;MS ARRUELA DE SEGUR. 8X15,75X1,3;94606240801;5.00;;;STIHL MS (modelo a definir)
334;MS ARRUELA DO PINHÃO 10X27X2,7;9581032;18.00;;;STIHL MS (modelo a definir)
4147;MS BASE DO FILTRO DE AR 661;111401401200;45.36;;;STIHL MS 661
2874;MS BATENTE DE GARRA 462;00006600801/ 111426640500;18.00;;;STIHL MS 462
2873;MS BATENTE DE GARRA 661;11446600802;16.00;;;STIHL MS 661
2872;MS BATENTE DE GARRA LADO TAMPA DO SABRE;11226640501;38.60;;;STIHL MS (modelo a definir)
491;MS BATENTE DE GARRA MS462;11426640500;18.00;;;STIHL MS (modelo a definir)
2867;MS BOBINA DE IGNIÇÃO 651/661;11224001314;250.00;;;STIHL MS 661
2188;MS BOMBA DE OLEO 651 661;11446403200;353.31;;;STIHL MS 661
395;MS BOMBA DE OLEO MS82/462;11426403200;293.85;;;STIHL MS 462
809;MS CABEÇOTE DE ASPIRAÇÃO;3503518;15.05;;;STIHL MS (modelo a definir)
2671;MS CABEÇOTE DE ASPIRAÇÃO DE ÓLEO;11176403800;13.20;;;STIHL MS (modelo a definir)
2896;MS CABO DE LIGAÇÃO;11444403003;40.00;;;STIHL MS (modelo a definir)
2871;MS CABO DE LIGAÇÃO 651/661;11444403000;45.00;;;STIHL MS 661
2288;MS CABO DE LIGAÇÃO BG86;42414403000;57.00;;;STIHL MS (modelo a definir)
2683;MS CARBURADOR 462;11421200606;383.16;;;STIHL MS 462
2680;MS CARBURADOR 651/661;11441200627;391.00;;;STIHL MS 661
2287;MS CARBURADOR BG56;42411200629;297.18;;;STIHL MS (modelo a definir)
2108;MS CARBURADOR BG86;BG86;243.00;;;STIHL MS (modelo a definir)
3142;MS CARBURADOR MS 660;1221200623;395.00;;;STIHL MS 660
1927;MS CARCAÇA TANQUE DE COMBUSTIVEL - 661 - 651;11443500811;374.00;;;STIHL MS 661
2231;MS CARCAÇA VIRABREQUIM LADO LADO SABRE 661;11440202924;1306.00;;;STIHL MS 661
2268;MS CARCAÇA VIRABREQUIM LADO VOLANTE;11440202604;648.00;;;STIHL MS (modelo a definir)
4264;MS CHAPA DE REFRIGERAÇÃO 661;11441413200;12.00;;;STIHL MS 661
505;MS CHAPA DEFLETORA MS462;11226642200;12.00;;;STIHL MS (modelo a definir)
2194;MS CHAVE CANHÃO REGUÇAGEM SOPRADOR;59108902307;69.00;;;STIHL MS (modelo a definir)
248;MS CHAVE COMBINADA 651/661;11298903401;35.59;;;STIHL MS 661
2193;MS CHAVE T27X200MM TORK;59108902415;76.00;;;STIHL MS (modelo a definir)
1708;MS CILINDRO COM PISTÃO S=56MM MS651;11440201201;1088.00;;;STIHL MS (modelo a definir)
2468;MS CILINDRO COM PISTÃO S=56MM MS661;11440201202;1106.00;;;STIHL MS (modelo a definir)
253;MS CINTA DE FREIO MS462;11421605400;41.70;;;STIHL MS (modelo a definir)
2187;MS CINTA FREIO 651;11441605400;25.00;;;STIHL MS 651
2681;MS COBERTURA 661/651;11440801600;79.60;;;STIHL MS 661
2630;MS CONEXÃO - 651;11441412205;113.00;;;STIHL MS 651
2669;MS CONEXÃO - 661;126-5476;91.00;;;STIHL MS 661
493;MS CONEXÃO 462;11421412200;80.00;;;STIHL MS 462
2893;MS CONEXÃO 661;11441412202;113.00;;;STIHL MS 661
251;MS CORREDIÇA TENSORA - MS462 MS651 MS661;11256401900;14.08;;;STIHL MS (modelo a definir)
2171;MS EMBREAGEM 651/661;11441602001;204.74;;;STIHL MS 661
2230;MS EMBREAGEM MS462;11421602000;149.26;;;STIHL MS (modelo a definir)
2491;MS ESTICADOR DA CORRENTE COMPLETO 651 462 661;MA020071002;58.88;;;STIHL MS 661
254;MS FILTRO DE AR MS462;11421404402;49.93;;;STIHL MS (modelo a definir)
1571;MS FILTRO DE AR MS651;11441404402;63.54;;;STIHL MS (modelo a definir)
2684;MS GAIOLA DE AGULHA DO PINHÃO 10X16X12 462;95129332379;43.00;;;STIHL MS 462
336;MS GAIOLA DE AGULHA DO PINHÃO 651/661;95129332379;36.14;;;STIHL MS 661
3141;MS GAIOLA DE AGULHAS DO PISTÃO 12X17X14,4 MS 661;95120033286;39.66;;;STIHL MS 661
2289;MS INTERRUPTOR BG86;42414308900;24.00;;;STIHL MS (modelo a definir)
2679;MS JOGO DE ANEIS DO PISTÃO 651/661;11440343002;77.44;;;STIHL MS 661
2169;MS JOGO DE JUNTA 661;11440071601;142.00;;;STIHL MS 661
3143;MS JOGO DE JUNTA MS 660;11220071054;27.23;;;STIHL MS 660
806;MS JOGO DE JUNTA MS462;11420071600;60.00;;;STIHL MS (modelo a definir)
2914;MS JOGO DE JUNTAS DE VEDAÇÃO 651;11440071606;118.71;;;STIHL MS 651
498;MS JOGO DE PEÇAS DO CARBURADOR MS-;11440071701;110.00;;;STIHL MS (modelo a definir)
252;MS JOGO RODA DENTADA (ESTICADOR DE CORRENTE) - MS462 MS651 MS661;11250071021;70.57;;;STIHL MS (modelo a definir)
2868;MS JUNTA DO CILINDRO 651;11440292305;8.00;;;STIHL MS 651
2870;MS JUNTA DO CILINDRO 651/661;11441490600;8.00;;;STIHL MS 661
3262;MS KIT ROLAMENTO DO VIRABREQUIM 462;11420071002;75.19;;;STIHL MS 462
2894;MS MANGUEIRA;11403587706;47.00;;;STIHL MS (modelo a definir)
4016;MS MANGUEIRA DO ÓLEO 661;11226479400;21.16;;;STIHL MS 661
2876;MS MANIPULO DE PARTIDA 651;11227903400;59.00;;;STIHL MS 651
2228;MS MODULO DE IGNIÇÃO 661/651;11444001309;573.00;;;STIHL MS 661
2869;MS MOLA;11447913103;15.00;;;STIHL MS (modelo a definir)
1929;MS MOLA DE EMBREAGEM 462;00009975609;4.71;;;STIHL MS 462
2174;MS MOLA DE EMBREAGEM 651/661;00009975520;4.71;;;STIHL MS 661
2631;MS MOLA DO TUBO DO PUNHO - 651 661;11447908301;58.00;;;STIHL MS 661
1249;MS PEÇA APOIO (ESTICADOR) 462/651/661;11226644500;16.00;;;STIHL MS 661
2170;MS PISTÃO 651/661;11440302001;397.00;;;STIHL MS 661
2670;MS PISTÃO MS462;11420302006;358.93;;;STIHL MS (modelo a definir)
2685;MS PORCA DO SABRE;212581818;6.27;;;STIHL MS (modelo a definir)
2172;MS PRISIONEIRO SABRE 661;00006642417;12.28;;;STIHL MS 661
2682;MS PROTEÇÃO DA MÃO 651/661;11447909100;72.75;;;STIHL MS 661
1434;MS PROTEÇÃO DE MÃO;11427909101;50.50;;;STIHL MS (modelo a definir)
2232;MS PROTEÇÃO TAMPA SABRE (PÓ SERRAGEM);11446561500;45.44;;;STIHL MS (modelo a definir)
2657;MS RETENTOR 15X22X4 - MS 661 MENOR;96400031560;35.08;;;STIHL MS 661
2656;MS RETENTOR DIN3760 BS17X32,9X3,6 - MS 661 MAIOR;96400031851;56.96;;;STIHL MS 661
3264;MS RETENTOR DO VIRABREQUIM 462;96400031560;41.12;;;STIHL MS 462
